1	335	649	YAL069W
1	538	792	YAL068W-A
1	1807	2169	YAL068C
1	2480	2707	YAL067W-A
1	7235	9016	YAL067C
1	10091	10399	YAL066W
1	11565	11951	YAL065C
1	12046	12426	YAL064W-B
1	13363	13743	YAL064C-A
1	21566	21850	YAL064W
1	22395	22685	YAL063C-A
1	24000	27968	YAL063C
1	31567	32940	YAL062W
1	33448	34701	YAL061W
1	35155	36303	YAL060W
1	36496	36918	YAL059C-A
1	36509	37147	YAL059W
1	37464	38972	YAL058W
1	38696	39046	YAL056C-A
1	39259	41901	YAL056W
1	42177	42719	YAL055W
1	42881	45022	YAL054C
1	45899	48250	YAL053W
1	48564	51707	YAL051W
1	51855	52595	YAL049C
1	52801	54789	YAL048C
1	54584	54913	YAL047W-A
1	54989	56857	YAL047C
1	57029	57385	YAL046C
1	57488	57796	YAL045C
1	57518	57850	YAL044W-A
1	57950	58462	YAL044C
1	58695	61052	YAL043C
1	61231	61608	YAL042C-A
1	61316	62563	YAL042W
1	62840	65404	YAL041W
1	65778	67520	YAL040C
1	68716	69525	YAL039C
1	71786	73288	YAL038W
1	72326	73300	YAL037C-B
1	73426	73518	YAL037C-A
1	74020	74823	YAL037W
1	75043	76152	YAL036C
1	76427	79435	YAL035W
1	79489	79842	YAL034C-B
1	79718	80587	YAL034W-A
1	80710	81951	YAL034C
1	82706	83227	YAL033W
1	83335	84474	YAL032C
1	84669	84977	YAL031W-A
1	84749	87031	YAL031C
1	87286	87752	YAL030W
1	87855	92270	YAL029C
1	92900	94486	YAL028W
1	94687	95472	YAL027W
1	95386	95823	YAL026C-A
1	95630	99697	YAL026C
1	100225	101145	YAL025C
1	101565	105872	YAL024C
1	106272	108551	YAL023C
1	108877	110430	YAL022C
1	110846	113359	YAL021C
1	113614	114615	YAL020C
1	114250	114819	YAL019W-A
1	114919	118314	YAL019W
1	118564	119541	YAL018C
1	120225	124295	YAL017W
1	124307	124492	YAL016C-B
1	124755	125069	YAL016C-A
1	124879	126786	YAL016W
1	126903	128102	YAL015C
1	128252	129019	YAL014C
1	129270	130487	YAL013W
1	130799	131983	YAL012W
1	132199	134076	YAL011W
1	134184	135665	YAL010C
1	135854	136633	YAL009W
1	136914	137510	YAL008W
1	137698	138345	YAL007C
1	139503	141431	YAL005C
1	140760	141407	YAL004W
1	142174	143160	YAL003W
1	143707	147531	YAL002W
1	147594	151166	YAL001C
1	152257	153876	YAR002W
1	154065	154724	YAR002C-A
1	155005	156285	YAR003W
1	156754	158619	YAR007C
1	158966	159793	YAR008W
1	160597	164187	YAR009C
1	164544	165866	YAR010C
1	166742	168871	YAR014C
1	169375	170295	YAR015W
1	170396	171703	YAR018C
1	172211	175135	YAR019C
1	174998	175330	YAR019W-A
1	176856	177023	YAR020C
1	179281	179820	YAR023C
1	183770	184477	YAR027W
1	184892	185596	YAR028W
1	186321	186545	YAR029W
1	186512	186853	YAR030C
1	186836	187732	YAR031W
1	188107	188811	YAR033W
1	190193	192256	YAR035W
1	192337	192417	YAR035C-A
1	192619	196185	YAR042W
1	201467	201787	YAR047C
1	203403	208016	YAR050W
1	208367	208663	YAR053W
1	217157	217492	YAR060C
1	218140	219145	YAR061W
1	220198	220497	YAR064W
1	221049	221660	YAR066W
1	222406	222891	YAR068W
1	224011	224304	YAR069C
1	224563	224862	YAR070C
1	225460	226863	YAR071W
1	227742	228953	YAR073W
1	228844	229317	YAR075W
2	280	2658	YBL113C
2	646	1128	YBL113W-A
2	2582	2899	YBL112C
2	2907	5009	YBL111C
2	5790	6125	YBL109W
2	7605	7733	YBL108C-A
2	8177	8482	YBL108W
2	9268	9372	YBL107W-A
2	9961	10551	YBL107C
2	10847	13879	YBL106C
2	14241	17696	YBL105C
2	18177	21293	YBL104C
2	22076	23536	YBL103C
2	24098	24745	YBL102W
2	24946	28299	YBL101C
2	28427	28546	YBL100W-C
2	29935	31251	YBL100W-A
2	29935	35248	YBL100W-B
2	36989	37303	YBL100C
2	37053	38690	YBL099W
2	39145	40527	YBL098W
2	40831	43095	YBL097W
2	43174	43482	YBL096C
2	43277	44089	YBL095W
2	43765	44097	YBL094C
2	44256	44918	YBL093C
2	45978	46370	YBL092W
2	46565	47180	YBL091C-A
2	47363	48628	YBL091C
2	48825	49358	YBL090W
2	49574	50953	YBL089W
2	51019	59382	YBL088C
2	59822	60739	YBL087C
2	61202	62602	YBL086C
2	63876	66818	YBL085W
2	67169	69445	YBL084C
2	69713	70138	YBL083C
2	69751	71127	YBL082C
2	71866	72972	YBL081W
2	73070	74695	YBL080C
2	75259	79767	YBL079W
2	80378	80731	YBL078C
2	80897	81328	YBL077W
2	81043	84261	YBL076C
2	84499	86448	YBL075C
2	86722	87789	YBL074C
2	87646	87957	YBL073W
2	88523	89125	YBL072C
2	89458	89556	YBL071C-B
2	89978	90226	YBL071W-A
2	90223	90531	YBL071C
2	90605	90925	YBL070C
2	90741	92030	YBL069W
2	91794	92030	YBL068W-A
2	92414	93394	YBL068W
2	93639	95882	YBL067C
2	96669	100115	YBL066C
2	99963	100307	YBL065W
2	100371	101156	YBL064C
2	101886	105221	YBL063W
2	105308	105688	YBL062W
2	105316	107406	YBL061C
2	107932	109995	YBL060W
2	110125	110539	YBL059C-A
2	110594	111244	YBL059W
2	111437	112708	YBL058W
2	112801	113427	YBL057C
2	113762	115168	YBL056W
2	115573	116829	YBL055C
2	117589	119166	YBL054W
2	119335	119709	YBL053W
2	119379	121874	YBL052C
2	122753	124759	YBL051C
2	125125	126119	YBL050W
2	126828	127244	YBL049W
2	127299	127610	YBL048W
2	127895	132040	YBL047C
2	132424	133749	YBL046W
2	134143	135516	YBL045C
2	135998	136366	YBL044W
2	136688	137461	YBL043W
2	138341	140260	YBL042C
2	141247	141972	YBL041W
2	142112	142868	YBL040C
2	143393	143572	YBL039W-B
2	143989	145728	YBL039C
2	144948	145031	YBL039C-A
2	146187	146885	YBL038W
2	147209	150286	YBL037W
2	150447	151220	YBL036C
2	151493	153610	YBL035C
2	153848	158389	YBL034C
2	158656	159693	YBL033C
2	160184	161329	YBL032W
2	161699	162715	YBL031W
2	163041	163997	YBL030C
2	164488	164772	YBL029C-A
2	166134	167264	YBL029W
2	167518	167838	YBL028C
2	168423	169376	YBL027W
2	170623	171038	YBL026W
2	171481	171918	YBL025W
2	172534	174588	YBL024W
2	174920	177526	YBL023C
2	177874	181275	YBL022C
2	181660	182094	YBL021C
2	182401	184125	YBL020W
2	184353	185915	YBL019W
2	185998	186474	YBL018C
2	186844	191583	YBL017C
2	192451	193512	YBL016W
2	194122	195702	YBL015W
2	199064	201748	YBL014C
2	202056	203261	YBL013W
2	203406	203807	YBL012C
2	203538	205817	YBL011W
2	206107	206949	YBL010C
2	207194	209224	YBL009W
2	209409	209648	YBL008W-A
2	209653	212175	YBL008W
2	212632	216366	YBL007C
2	216587	217129	YBL006C
2	216711	216860	YBL006W-A
2	217470	220400	YBL005W
2	221330	222652	YBL005W-A
2	221330	226598	YBL005W-B
2	227636	235117	YBL004W
2	235394	235792	YBL003C
2	236492	236887	YBL002W
2	237153	237467	YBL001C
2	238941	241283	YBR001C
2	241708	242568	YBR002C
2	242809	244230	YBR003W
2	244366	245667	YBR004C
2	245906	246547	YBR005W
2	247010	248503	YBR006W
2	248806	251016	YBR007C
2	252563	254209	YBR008C
2	255373	255684	YBR009C
2	256331	256741	YBR010W
2	257112	257975	YBR011C
2	259147	259566	YBR012C
2	259869	261191	YBR012W-A
2	259869	265140	YBR012W-B
2	265492	265881	YBR013C
2	266725	267336	YBR014C
2	267710	269503	YBR015C
