1	335	649	YAL069W
1	538	792	YAL068W-A
1	1807	2169	PAU8
1	2480	2707	YAL067W-A
1	7235	9016	SEO1
1	10091	10399	YAL066W
1	11565	11951	YAL065C
1	12046	12426	YAL064W-B
1	13363	13743	TDA8
1	21566	21850	YAL064W
1	22395	22685	FLO9-A
1	24000	27968	FLO9
1	31567	32940	GDH3
1	33448	34701	BDH2
1	35155	36303	BDH1
1	36496	36918	YAL059C-A
1	36509	37147	ECM1
1	37464	38972	CNE1
1	38696	39046	YAL056C-A
1	39259	41901	GPB2
1	42177	42719	PEX22
1	42881	45022	ACS1
1	45899	48250	FLC2
1	48564	51707	OAF1
1	51855	52595	AIM2
1	52801	54789	GEM1
1	54584	54913	YAL047W-A
1	54989	56857	SPC72
1	57029	57385	BOL3
1	57488	57796	YAL045C
1	57518	57850	BOL1
1	57950	58462	GCV3
1	58695	61052	PTA1
1	61231	61608	YAL042C-A
1	61316	62563	ERV46
1	62840	65404	CDC24
1	65778	67520	CLN3
1	68716	69525	CYC3
1	71786	73288	CDC19
1	72326	73300	YAL037C-B
1	73426	73518	YAL037C-A
1	74020	74823	YAL037W
1	75043	76152	RBG1
1	76427	79435	FUN12
1	79489	79842	FUN19-B
1	79718	80587	MTW1
1	80710	81951	FUN19
1	82706	83227	POP5
1	83335	84474	PRP45
1	84669	84977	YAL031W-A
1	84749	87031	GIP4
1	87286	87752	SNC1
1	87855	92270	MYO4
1	92900	94486	FRT2
1	94687	95472	SAW1
1	95386	95823	DRS2-A
1	95630	99697	DRS2
1	100225	101145	MAK16
1	101565	105872	LTE1
1	106272	108551	PMT2
1	108877	110430	FUN26
1	110846	113359	CCR4
1	113614	114615	ATS1
1	114250	114819	FUN30-A
1	114919	118314	FUN30
1	118564	119541	LDS1
1	120225	124295	PSK1
1	124307	124492	YAL016C-B
1	124755	125069	YAL016C-A
1	124879	126786	TPD3
1	126903	128102	NTG1
1	128252	129019	SYN8
1	129270	130487	DEP1
1	130799	131983	CYS3
1	132199	134076	SWC3
1	134184	135665	MDM10
1	135854	136633	SPO7
1	136914	137510	FUN14
1	137698	138345	ERP2
1	139503	141431	SSA1
1	140760	141407	YAL004W
1	142174	143160	EFB1
1	143707	147531	VPS8
1	147594	151166	TFC3
1	152257	153876	NUP60
1	154065	154724	ERP1
1	155005	156285	SWD1
1	156754	158619	RFA1
1	158966	159793	SEN34
1	160597	164187	YAR009C
1	164544	165866	YAR010C
1	166742	168871	BUD14
1	169375	170295	ADE1
1	170396	171703	KIN3
1	172211	175135	CDC15
1	174998	175330	YAR019W-A
1	176856	177023	PAU7
1	179281	179820	YAR023C
1	183770	184477	UIP3
1	184892	185596	YAR028W
1	186321	186545	YAR029W
1	186512	186853	YAR030C
1	186836	187732	PRM9
1	188107	188811	MST28
1	190193	192256	YAT1
1	192337	192417	YAR035C-A
1	192619	196185	SWH1
1	201467	201787	YAR047C
1	203403	208016	FLO1
1	208367	208663	YAR053W
1	217157	217492	YAR060C
1	218140	219145	YAR061W
1	220198	220497	YAR064W
1	221049	221660	YAR066W
1	222406	222891	YAR068W
1	224011	224304	YAR069C
1	224563	224862	YAR070C
1	225460	226863	PHO11
1	227742	228953	IMD1
1	228844	229317	YAR075W
2	280	2658	YBL113C
2	646	1128	YBL113W-A
2	2582	2899	YBL112C
2	2907	5009	YBL111C
2	5790	6125	YBL109W
2	7605	7733	PAU9
2	8177	8482	YBL108W
2	9268	9372	YBL107W-A
2	9961	10551	MIX23
2	10847	13879	SRO77
2	14241	17696	PKC1
2	18177	21293	SEA4
2	22076	23536	RTG3
2	24098	24745	SFT2
2	24946	28299	ECM21
2	28427	28546	YBL100W-C
2	29935	31251	YBL100W-A
2	29935	35248	YBL100W-B
2	36989	37303	YBL100C
2	37053	38690	ATP1
2	39145	40527	BNA4
2	40831	43095	BRN1
2	43174	43482	YBL096C
2	43277	44089	MRX3
2	43765	44097	YBL094C
2	44256	44918	ROX3
2	45978	46370	RPL32
2	46565	47180	SCS22
2	47363	48628	MAP2
2	48825	49358	MRP21
2	49574	50953	AVT5
2	51019	59382	TEL1
2	59822	60739	RPL23a
2	61202	62602	YBL086C
2	63876	66818	BOI1
2	67169	69445	CDC27
2	69713	70138	YBL083C
2	69751	71127	ALG3
2	71866	72972	YBL081W
2	73070	74695	PET112
2	75259	79767	NUP170
2	80378	80731	ATG8
2	80897	81328	YBL077W
2	81043	84261	ILS1
2	84499	86448	SSA3
2	86722	87789	AAR2
2	87646	87957	YBL073W
2	88523	89125	RPS8a
2	89458	89556	YBL071C-B
2	89978	90226	KTI11
2	90223	90531	YBL071C
2	90605	90925	YBL070C
2	90741	92030	AST1
2	91794	92030	PRS4-A
2	92414	93394	PRS4
2	93639	95882	UBP13
2	96669	100115	SEF1
2	99963	100307	YBL065W
2	100371	101156	PRX1
2	101886	105221	KIP1
2	105308	105688	YBL062W
2	105316	107406	SKT5
2	107932	109995	YEL1
2	110125	110539	CMC2
2	110594	111244	YBL059W
2	111437	112708	SHP1
2	112801	113427	PTH2
2	113762	115168	PTC3
2	115573	116829	YBL055C
2	117589	119166	TOD6
2	119335	119709	YBL053W
2	119379	121874	SAS3
2	122753	124759	PIN4
2	125125	126119	SEC17
2	126828	127244	MOH1
2	127299	127610	YBL048W
2	127895	132040	EDE1
2	132424	133749	PSY4
2	134143	135516	COR1
2	135998	136366	YBL044W
2	136688	137461	ECM13
2	138341	140260	FUI1
2	141247	141972	PRE7
2	142112	142868	ERD2
2	143393	143572	YBL039W-B
2	143989	145728	URA7
2	144948	145031	URA7-A
2	146187	146885	MRPL16
2	147209	150286	APL3
2	150447	151220	YBL036C
2	151493	153610	POL12
2	153848	158389	STU1
2	158656	159693	RIB1
2	160184	161329	HEK2
2	161699	162715	SHE1
2	163041	163997	PET9
2	164488	164772	YBL029C-A
2	166134	167264	YBL029W
2	167518	167838	YBL028C
2	168423	169376	RPL19b
2	170623	171038	LSM2
2	171481	171918	RRN10
2	172534	174588	NCL1
2	174920	177526	MCM2
2	177874	181275	PIM1
2	181660	182094	HAP3
2	182401	184125	RFT1
2	184353	185915	APN2
2	185998	186474	POP8
2	186844	191583	PEP1
2	192451	193512	FUS3
2	194122	195702	ACH1
2	199064	201748	RRN6
2	202056	203261	FMT1
2	203406	203807	YBL012C
2	203538	205817	SCT1
2	206107	206949	YBL010C
2	207194	209224	ALK2
2	209409	209648	HIR1-A
2	209653	212175	HIR1
2	212632	216366	SLA1
2	216587	217129	LDB7
2	216711	216860	YBL006W-A
2	217470	220400	PDR3
2	221330	222652	PDR3-A
2	221330	226598	PDR3-B
2	227636	235117	UTP20
2	235394	235792	HTA2
2	236492	236887	HTB2
2	237153	237467	ECM15
2	238941	241283	NTH2
2	241708	242568	RER2
2	242809	244230	COQ1
2	244366	245667	GPI18
2	245906	246547	RCR1
2	247010	248503	UGA2
2	248806	251016	DSF2
2	252563	254209	FLR1
2	255373	255684	HHF1
2	256331	256741	HHT1
2	257112	257975	IPP1
2	259147	259566	YBR012C
2	259869	261191	YBR012W-A
2	259869	265140	YBR012W-B
2	265492	265881	YBR013C
2	266725	267336	GRX7
2	267710	269503	MNN2
2	270247	270633	YBR016W
2	270947	273703	KAP104
2	274427	275527	GAL7
2	276253	278352	GAL10
2	279021	280607	GAL1
2	281443	283344	FUR4
2	283738	284271	POA1
2	284428	287925	CHS3
2	289445	290350	SCO2
2	290681	291865	OLA1
2	292877	294019	ETR1
2	294024	294356	YBR027C
2	294425	296002	YPK3
2	296369	297742	CDS1
2	298292	299950	RKM3
2	300166	301254	RPL4a
2	301519	301821	YBR032W
